"filename", "language", "Groovy", "Batch", "JavaScript", "Java Properties", "Java", "XML", "JSON", "Objective-C", "Markdown", "C++", "comment", "blank", "total"
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/PostScreens/PostPage1.js", "JavaScript", 0, 0, 203, 0, 0, 0, 0, 0, 0, 0, 42, 30, 275
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/SavedScreens/AddCollection.js", "JavaScript", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 5, 12, 119
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/SavedScreens/PostsInMyCollection.js", "JavaScript", 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 33, 42, 279
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/SavedScreens/UpdateCollectionName.js", "JavaScript", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 8, 16, 103
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/SavedScreens/UserCollection.js", "JavaScript", 0, 0, 267, 0, 0, 0, 0, 0, 0, 0, 21, 37, 325
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/SharedScreens/Collections.js", "JavaScript", 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 9, 19, 185
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/SharedScreens/Comments.js", "JavaScript", 0, 0, 338, 0, 0, 0, 0, 0, 0, 0, 33, 39, 410
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/SharedScreens/EditPage.js", "JavaScript", 0, 0, 244, 0, 0, 0, 0, 0, 0, 0, 20, 34, 298
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/SharedScreens/PostDetail.js", "JavaScript", 0, 0, 543, 0, 0, 0, 0, 0, 0, 0, 31, 69, 643
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/SharedScreens/PostsInCollection.js", "JavaScript", 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 34, 37, 268
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/SharedScreens/Report.js", "JavaScript", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 8, 15, 145
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/SharedScreens/ReportOther.js", "JavaScript", 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 12, 14, 149
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/SharedScreens/UserList.js", "JavaScript", 0, 0, 227, 0, 0, 0, 0, 0, 0, 0, 38, 31, 296
"/Users/choujordan/Desktop/myCode/fullStack/linking-book/app/screen/SharedScreens/UserProfile.js", "JavaScript", 0, 0, 318, 0, 0, 0, 0, 0, 0, 0, 19, 45, 382
